precinct,rank1,rank2,rank3
11-01,Carol Becker,R. Michael Martens,David Wheeler
11-02,Carol Becker,R. Michael Martens,David Wheeler
11-02,Carol Becker,R. Michael Martens,David Wheeler
11-02,Carol Becker,R. Michael Martens,David Wheeler
11-02,Carol Becker,R. Michael Martens,David Wheeler
11-02,Carol Becker,R. Michael Martens,David Wheeler
11-03,Carol Becker,R. Michael Martens,David Wheeler
11-03,Carol Becker,R. Michael Martens,David Wheeler
11-04,Carol Becker,R. Michael Martens,David Wheeler
11-04,Carol Becker,R. Michael Martens,David Wheeler
11-04,Carol Becker,R. Michael Martens,David Wheeler
11-06,Carol Becker,R. Michael Martens,David Wheeler
11-06,Carol Becker,R. Michael Martens,David Wheeler
11-06,Carol Becker,R. Michael Martens,David Wheeler
11-06,Carol Becker,R. Michael Martens,David Wheeler
11-06,Carol Becker,R. Michael Martens,David Wheeler
11-06,Carol Becker,R. Michael Martens,David Wheeler
11-07,Carol Becker,R. Michael Martens,David Wheeler
11-07,Carol Becker,R. Michael Martens,David Wheeler
11-07,Carol Becker,R. Michael Martens,David Wheeler
11-07,Carol Becker,R. Michael Martens,David Wheeler
11-07,Carol Becker,R. Michael Martens,David Wheeler
11-07,Carol Becker,R. Michael Martens,David Wheeler
11-08,Carol Becker,R. Michael Martens,David Wheeler
11-08,Carol Becker,R. Michael Martens,David Wheeler
11-08,Carol Becker,R. Michael Martens,David Wheeler
11-08,Carol Becker,R. Michael Martens,David Wheeler
11-08,Carol Becker,R. Michael Martens,David Wheeler
12-01,Carol Becker,R. Michael Martens,David Wheeler
12-01,Carol Becker,R. Michael Martens,David Wheeler
12-01,Carol Becker,R. Michael Martens,David Wheeler
12-01,Carol Becker,R. Michael Martens,David Wheeler
12-02,Carol Becker,R. Michael Martens,David Wheeler
12-02,Carol Becker,R. Michael Martens,David Wheeler
12-02,Carol Becker,R. Michael Martens,David Wheeler
12-02,Carol Becker,R. Michael Martens,David Wheeler
12-02,Carol Becker,R. Michael Martens,David Wheeler
12-02,Carol Becker,R. Michael Martens,David Wheeler
12-03,Carol Becker,R. Michael Martens,David Wheeler
12-03,Carol Becker,R. Michael Martens,David Wheeler
12-03,Carol Becker,R. Michael Martens,David Wheeler
12-03,Carol Becker,R. Michael Martens,David Wheeler
12-03,Carol Becker,R. Michael Martens,David Wheeler
12-03,Carol Becker,R. Michael Martens,David Wheeler
12-05,Carol Becker,R. Michael Martens,David Wheeler
12-06,Carol Becker,R. Michael Martens,David Wheeler
12-08,Carol Becker,R. Michael Martens,David Wheeler
12-08,Carol Becker,R. Michael Martens,David Wheeler
12-08,Carol Becker,R. Michael Martens,David Wheeler
12-08,Carol Becker,R. Michael Martens,David Wheeler
12-08,Carol Becker,R. Michael Martens,David Wheeler
12-09,Carol Becker,R. Michael Martens,David Wheeler
12-10,Carol Becker,R. Michael Martens,David Wheeler
12-11,Carol Becker,R. Michael Martens,David Wheeler
12-11,Carol Becker,R. Michael Martens,David Wheeler
12-11,Carol Becker,R. Michael Martens,David Wheeler
13-01,Carol Becker,R. Michael Martens,David Wheeler
13-01,Carol Becker,R. Michael Martens,David Wheeler
13-02,Carol Becker,R. Michael Martens,David Wheeler
13-03,Carol Becker,R. Michael Martens,David Wheeler
13-03,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-04,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-05,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-06,Carol Becker,R. Michael Martens,David Wheeler
13-08,Carol Becker,R. Michael Martens,David Wheeler
13-08,Carol Becker,R. Michael Martens,David Wheeler
13-08,Carol Becker,R. Michael Martens,David Wheeler
13-08,Carol Becker,R. Michael Martens,David Wheeler
13-08,Carol Becker,R. Michael Martens,David Wheeler
13-08,Carol Becker,R. Michael Martens,David Wheeler
13-09,Carol Becker,R. Michael Martens,David Wheeler
13-09,Carol Becker,R. Michael Martens,David Wheeler
13-10,Carol Becker,R. Michael Martens,David Wheeler
13-10,Carol Becker,R. Michael Martens,David Wheeler
13-10,Carol Becker,R. Michael Martens,David Wheeler
01-01,Carol Becker,R. Michael Martens,Phil Willkie
01-02,Carol Becker,R. Michael Martens,Phil Willkie
01-02,Carol Becker,R. Michael Martens,Phil Willkie
01-03,Carol Becker,R. Michael Martens,Phil Willkie
01-03,Carol Becker,R. Michael Martens,Phil Willkie
01-03,Carol Becker,R. Michael Martens,Phil Willkie
01-04,Carol Becker,R. Michael Martens,Phil Willkie
01-04,Carol Becker,R. Michael Martens,Phil Willkie
01-04,Carol Becker,R. Michael Martens,Phil Willkie
01-05,Carol Becker,R. Michael Martens,Phil Willkie
01-07,Carol Becker,R. Michael Martens,Phil Willkie
01-08,Carol Becker,R. Michael Martens,Phil Willkie
01-09,Carol Becker,R. Michael Martens,Phil Willkie
02-01,Carol Becker,R. Michael Martens,Phil Willkie
02-01,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-02,Carol Becker,R. Michael Martens,Phil Willkie
02-07,Carol Becker,R. Michael Martens,Phil Willkie
03-02,Carol Becker,R. Michael Martens,Phil Willkie
03-02,Carol Becker,R. Michael Martens,Phil Willkie
03-02,Carol Becker,R. Michael Martens,Phil Willkie
03-03,Carol Becker,R. Michael Martens,Phil Willkie
03-04,Carol Becker,R. Michael Martens,Phil Willkie
03-05,Carol Becker,R. Michael Martens,Phil Willkie
03-06,Carol Becker,R. Michael Martens,Phil Willkie
03-08,Carol Becker,R. Michael Martens,Phil Willkie
04-06,Carol Becker,R. Michael Martens,Phil Willkie
04-07,Carol Becker,R. Michael Martens,Phil Willkie
04-07,Carol Becker,R. Michael Martens,Phil Willkie
05-05,Carol Becker,R. Michael Martens,Phil Willkie
05-06,Carol Becker,R. Michael Martens,Phil Willkie
05-07,Carol Becker,R. Michael Martens,Phil Willkie
06-02,Carol Becker,R. Michael Martens,Phil Willkie
06-02,Carol Becker,R. Michael Martens,Phil Willkie
06-04,Carol Becker,R. Michael Martens,Phil Willkie
06-04,Carol Becker,R. Michael Martens,Phil Willkie
06-04,Carol Becker,R. Michael Martens,Phil Willkie
06-04,Carol Becker,R. Michael Martens,Phil Willkie
06-04,Carol Becker,R. Michael Martens,Phil Willkie
06-07,Carol Becker,R. Michael Martens,Phil Willkie
07-02,Carol Becker,R. Michael Martens,Phil Willkie
07-03,Carol Becker,R. Michael Martens,Phil Willkie
07-03,Carol Becker,R. Michael Martens,Phil Willkie
07-03,Carol Becker,R. Michael Martens,Phil Willkie
07-04,Carol Becker,R. Michael Martens,Phil Willkie
07-04,Carol Becker,R. Michael Martens,Phil Willkie
07-06,Carol Becker,R. Michael Martens,Phil Willkie
07-06,Carol Becker,R. Michael Martens,Phil Willkie
07-08,Carol Becker,R. Michael Martens,Phil Willkie
07-08,Carol Becker,R. Michael Martens,Phil Willkie
07-08,Carol Becker,R. Michael Martens,Phil Willkie
07-08,Carol Becker,R. Michael Martens,Phil Willkie
07-10,Carol Becker,R. Michael Martens,Phil Willkie
07-11,Carol Becker,R. Michael Martens,Phil Willkie
08-05,Carol Becker,R. Michael Martens,Phil Willkie
08-05,Carol Becker,R. Michael Martens,Phil Willkie
08-06,Carol Becker,R. Michael Martens,Phil Willkie
08-06,Carol Becker,R. Michael Martens,Phil Willkie
08-07,Carol Becker,R. Michael Martens,Phil Willkie
08-08,Carol Becker,R. Michael Martens,Phil Willkie
08-08,Carol Becker,R. Michael Martens,Phil Willkie
08-10,Carol Becker,R. Michael Martens,Phil Willkie
08-10,Carol Becker,R. Michael Martens,Phil Willkie
08-10,Carol Becker,R. Michael Martens,Phil Willkie
09-03,Carol Becker,R. Michael Martens,Phil Willkie
09-05,Carol Becker,R. Michael Martens,Phil Willkie
09-07,Carol Becker,R. Michael Martens,Phil Willkie
09-08,Carol Becker,R. Michael Martens,Phil Willkie
09-11,Carol Becker,R. Michael Martens,Phil Willkie
09-11,Carol Becker,R. Michael Martens,Phil Willkie
10-01,Carol Becker,R. Michael Martens,Phil Willkie
10-01,Carol Becker,R. Michael Martens,Phil Willkie
10-01,Carol Becker,R. Michael Martens,Phil Willkie
10-01,Carol Becker,R. Michael Martens,Phil Willkie
10-02,Carol Becker,R. Michael Martens,Phil Willkie
10-03,Carol Becker,R. Michael Martens,Phil Willkie
10-05,Carol Becker,R. Michael Martens,Phil Willkie
10-06,Carol Becker,R. Michael Martens,Phil Willkie
10-06,Carol Becker,R. Michael Martens,Phil Willkie
10-06,Carol Becker,R. Michael Martens,Phil Willkie
10-06,Carol Becker,R. Michael Martens,Phil Willkie
10-07,Carol Becker,R. Michael Martens,Phil Willkie
10-08,Carol Becker,R. Michael Martens,Phil Willkie
10-08,Carol Becker,R. Michael Martens,Phil Willkie
10-10,Carol Becker,R. Michael Martens,Phil Willkie
10-10,Carol Becker,R. Michael Martens,Phil Willkie
10-10,Carol Becker,R. Michael Martens,Phil Willkie
10-11,Carol Becker,R. Michael Martens,Phil Willkie
10-11,Carol Becker,R. Michael Martens,Phil Willkie
10-11,Carol Becker,R. Michael Martens,Phil Willkie
11-01,Carol Becker,R. Michael Martens,Phil Willkie
11-02,Carol Becker,R. Michael Martens,Phil Willkie
11-02,Carol Becker,R. Michael Martens,Phil Willkie
11-02,Carol Becker,R. Michael Martens,Phil Willkie
11-05,Carol Becker,R. Michael Martens,Phil Willkie
11-05,Carol Becker,R. Michael Martens,Phil Willkie
11-07,Carol Becker,R. Michael Martens,Phil Willkie
11-08,Carol Becker,R. Michael Martens,Phil Willkie
11-09,Carol Becker,R. Michael Martens,Phil Willkie
12-01,Carol Becker,R. Michael Martens,Phil Willkie
12-01,Carol Becker,R. Michael Martens,Phil Willkie
12-01,Carol Becker,R. Michael Martens,Phil Willkie
12-01,Carol Becker,R. Michael Martens,Phil Willkie
12-02,Carol Becker,R. Michael Martens,Phil Willkie
12-03,Carol Becker,R. Michael Martens,Phil Willkie
12-05,Carol Becker,R. Michael Martens,Phil Willkie
12-05,Carol Becker,R. Michael Martens,Phil Willkie
12-05,Carol Becker,R. Michael Martens,Phil Willkie
12-05,Carol Becker,R. Michael Martens,Phil Willkie
12-07,Carol Becker,R. Michael Martens,Phil Willkie
12-08,Carol Becker,R. Michael Martens,Phil Willkie
12-09,Carol Becker,R. Michael Martens,Phil Willkie
12-09,Carol Becker,R. Michael Martens,Phil Willkie
12-09,Carol Becker,R. Michael Martens,Phil Willkie
12-09,Carol Becker,R. Michael Martens,Phil Willkie
13-02,Carol Becker,R. Michael Martens,Phil Willkie
13-02,Carol Becker,R. Michael Martens,Phil Willkie
13-03,Carol Becker,R. Michael Martens,Phil Willkie
13-03,Carol Becker,R. Michael Martens,Phil Willkie
13-04,Carol Becker,R. Michael Martens,Phil Willkie
13-05,Carol Becker,R. Michael Martens,Phil Willkie
13-05,Carol Becker,R. Michael Martens,Phil Willkie
13-05,Carol Becker,R. Michael Martens,Phil Willkie
13-05,Carol Becker,R. Michael Martens,Phil Willkie
13-06,Carol Becker,R. Michael Martens,Phil Willkie
13-06,Carol Becker,R. Michael Martens,Phil Willkie
13-06,Carol Becker,R. Michael Martens,Phil Willkie
13-06,Carol Becker,R. Michael Martens,Phil Willkie
13-08,Carol Becker,R. Michael Martens,Phil Willkie
13-09,Carol Becker,R. Michael Martens,Phil Willkie
13-10,Carol Becker,R. Michael Martens,Phil Willkie
01-01,Carol Becker,R. Michael Martens,skipped
01-01,Carol Becker,R. Michael Martens,skipped
01-01,Carol Becker,R. Michael Martens,skipped
01-02,Carol Becker,R. Michael Martens,skipped
01-02,Carol Becker,R. Michael Martens,skipped
01-03,Carol Becker,R. Michael Martens,skipped
01-03,Carol Becker,R. Michael Martens,skipped
01-03,Carol Becker,R. Michael Martens,skipped
01-03,Carol Becker,R. Michael Martens,skipped
01-03,Carol Becker,R. Michael Martens,skipped
01-04,Carol Becker,R. Michael Martens,skipped
01-04,Carol Becker,R. Michael Martens,skipped
01-04,Carol Becker,R. Michael Martens,skipped
01-04,Carol Becker,R. Michael Martens,skipped
01-05,Carol Becker,R. Michael Martens,skipped
01-06,Carol Becker,R. Michael Martens,skipped
01-06,Carol Becker,R. Michael Martens,skipped
01-08,Carol Becker,R. Michael Martens,skipped
01-10,Carol Becker,R. Michael Martens,skipped
02-01,Carol Becker,R. Michael Martens,skipped
02-01,Carol Becker,R. Michael Martens,skipped
02-01,Carol Becker,R. Michael Martens,skipped
02-01,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-02,Carol Becker,R. Michael Martens,skipped
02-03,Carol Becker,R. Michael Martens,skipped
02-05,Carol Becker,R. Michael Martens,skipped
02-05,Carol Becker,R. Michael Martens,skipped
02-07,Carol Becker,R. Michael Martens,skipped
02-09,Carol Becker,R. Michael Martens,skipped
02-10,Carol Becker,R. Michael Martens,skipped
03-02,Carol Becker,R. Michael Martens,skipped
03-03,Carol Becker,R. Michael Martens,skipped
03-03,Carol Becker,R. Michael Martens,skipped
03-03,Carol Becker,R. Michael Martens,skipped
03-03,Carol Becker,R. Michael Martens,skipped
03-03,Carol Becker,R. Michael Martens,skipped
03-04,Carol Becker,R. Michael Martens,skipped
03-04,Carol Becker,R. Michael Martens,skipped
03-05,Carol Becker,R. Michael Martens,skipped
03-06,Carol Becker,R. Michael Martens,skipped
03-06,Carol Becker,R. Michael Martens,skipped
03-07,Carol Becker,R. Michael Martens,skipped
03-08,Carol Becker,R. Michael Martens,skipped
04-01,Carol Becker,R. Michael Martens,skipped
04-01,Carol Becker,R. Michael Martens,skipped
04-01,Carol Becker,R. Michael Martens,skipped
04-02,Carol Becker,R. Michael Martens,skipped
04-02,Carol Becker,R. Michael Martens,skipped
04-03,Carol Becker,R. Michael Martens,skipped
04-03,Carol Becker,R. Michael Martens,skipped
04-05,Carol Becker,R. Michael Martens,skipped
04-06,Carol Becker,R. Michael Martens,skipped
04-06,Carol Becker,R. Michael Martens,skipped
04-07,Carol Becker,R. Michael Martens,skipped
04-08,Carol Becker,R. Michael Martens,skipped
04-09,Carol Becker,R. Michael Martens,skipped
04-09,Carol Becker,R. Michael Martens,skipped
05-01,Carol Becker,R. Michael Martens,skipped
05-03,Carol Becker,R. Michael Martens,skipped
05-04,Carol Becker,R. Michael Martens,skipped
05-04,Carol Becker,R. Michael Martens,skipped
05-05,Carol Becker,R. Michael Martens,skipped
05-06,Carol Becker,R. Michael Martens,skipped
05-07,Carol Becker,R. Michael Martens,skipped
05-10,Carol Becker,R. Michael Martens,skipped
06-02,Carol Becker,R. Michael Martens,skipped
06-02,Carol Becker,R. Michael Martens,skipped
07-01,Carol Becker,R. Michael Martens,skipped
07-01,Carol Becker,R. Michael Martens,skipped
07-01,Carol Becker,R. Michael Martens,skipped
07-01,Carol Becker,R. Michael Martens,skipped
07-01,Carol Becker,R. Michael Martens,skipped
07-01,Carol Becker,R. Michael Martens,skipped
07-02,Carol Becker,R. Michael Martens,skipped
07-02,Carol Becker,R. Michael Martens,skipped
07-02,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-03,Carol Becker,R. Michael Martens,skipped
07-04,Carol Becker,R. Michael Martens,skipped
07-04,Carol Becker,R. Michael Martens,skipped
07-04,Carol Becker,R. Michael Martens,skipped
07-04,Carol Becker,R. Michael Martens,skipped
07-04,Carol Becker,R. Michael Martens,skipped
07-05,Carol Becker,R. Michael Martens,skipped
07-05,Carol Becker,R. Michael Martens,skipped
07-06,Carol Becker,R. Michael Martens,skipped
07-07,Carol Becker,R. Michael Martens,skipped
07-07,Carol Becker,R. Michael Martens,skipped
07-07,Carol Becker,R. Michael Martens,skipped
07-07,Carol Becker,R. Michael Martens,skipped
07-07,Carol Becker,R. Michael Martens,skipped
07-07,Carol Becker,R. Michael Martens,skipped
07-08,Carol Becker,R. Michael Martens,skipped
07-08,Carol Becker,R. Michael Martens,skipped
07-08,Carol Becker,R. Michael Martens,skipped
07-08,Carol Becker,R. Michael Martens,skipped
07-08,Carol Becker,R. Michael Martens,skipped
07-09,Carol Becker,R. Michael Martens,skipped
07-09,Carol Becker,R. Michael Martens,skipped
07-09,Carol Becker,R. Michael Martens,skipped
07-10,Carol Becker,R. Michael Martens,skipped
07-10,Carol Becker,R. Michael Martens,skipped
07-11,Carol Becker,R. Michael Martens,skipped
08-02,Carol Becker,R. Michael Martens,skipped
08-03,Carol Becker,R. Michael Martens,skipped
08-04,Carol Becker,R. Michael Martens,skipped
08-04,Carol Becker,R. Michael Martens,skipped
08-04,Carol Becker,R. Michael Martens,skipped
08-04,Carol Becker,R. Michael Martens,skipped
08-05,Carol Becker,R. Michael Martens,skipped
08-07,Carol Becker,R. Michael Martens,skipped
