precinct,rank1,rank2,rank3
04-06,Mary Merrill Anderson,John Erwin,Bob Fine
04-07,Mary Merrill Anderson,John Erwin,Bob Fine
05-01,Mary Merrill Anderson,John Erwin,Bob Fine
05-01,Mary Merrill Anderson,John Erwin,Bob Fine
05-05,Mary Merrill Anderson,John Erwin,Bob Fine
05-10,Mary Merrill Anderson,John Erwin,Bob Fine
06-02,Mary Merrill Anderson,John Erwin,Bob Fine
06-04,Mary Merrill Anderson,John Erwin,Bob Fine
06-06,Mary Merrill Anderson,John Erwin,Bob Fine
06-06,Mary Merrill Anderson,John Erwin,Bob Fine
07-01,Mary Merrill Anderson,John Erwin,Bob Fine
07-02,Mary Merrill Anderson,John Erwin,Bob Fine
07-02,Mary Merrill Anderson,John Erwin,Bob Fine
07-03,Mary Merrill Anderson,John Erwin,Bob Fine
07-03,Mary Merrill Anderson,John Erwin,Bob Fine
07-04,Mary Merrill Anderson,John Erwin,Bob Fine
07-04,Mary Merrill Anderson,John Erwin,Bob Fine
07-08,Mary Merrill Anderson,John Erwin,Bob Fine
07-09,Mary Merrill Anderson,John Erwin,Bob Fine
08-02,Mary Merrill Anderson,John Erwin,Bob Fine
08-03,Mary Merrill Anderson,John Erwin,Bob Fine
08-04,Mary Merrill Anderson,John Erwin,Bob Fine
08-05,Mary Merrill Anderson,John Erwin,Bob Fine
08-05,Mary Merrill Anderson,John Erwin,Bob Fine
08-05,Mary Merrill Anderson,John Erwin,Bob Fine
08-06,Mary Merrill Anderson,John Erwin,Bob Fine
08-06,Mary Merrill Anderson,John Erwin,Bob Fine
08-06,Mary Merrill Anderson,John Erwin,Bob Fine
08-07,Mary Merrill Anderson,John Erwin,Bob Fine
08-08,Mary Merrill Anderson,John Erwin,Bob Fine
09-01,Mary Merrill Anderson,John Erwin,Bob Fine
09-02,Mary Merrill Anderson,John Erwin,Bob Fine
09-04,Mary Merrill Anderson,John Erwin,Bob Fine
09-05,Mary Merrill Anderson,John Erwin,Bob Fine
09-08,Mary Merrill Anderson,John Erwin,Bob Fine
09-08,Mary Merrill Anderson,John Erwin,Bob Fine
09-08,Mary Merrill Anderson,John Erwin,Bob Fine
09-08,Mary Merrill Anderson,John Erwin,Bob Fine
09-09,Mary Merrill Anderson,John Erwin,Bob Fine
10-02,Mary Merrill Anderson,John Erwin,Bob Fine
10-03,Mary Merrill Anderson,John Erwin,Bob Fine
10-03,Mary Merrill Anderson,John Erwin,Bob Fine
10-06,Mary Merrill Anderson,John Erwin,Bob Fine
10-09,Mary Merrill Anderson,John Erwin,Bob Fine
10-11,Mary Merrill Anderson,John Erwin,Bob Fine
11-02,Mary Merrill Anderson,John Erwin,Bob Fine
11-04,Mary Merrill Anderson,John Erwin,Bob Fine
11-05,Mary Merrill Anderson,John Erwin,Bob Fine
11-05,Mary Merrill Anderson,John Erwin,Bob Fine
11-08,Mary Merrill Anderson,John Erwin,Bob Fine
11-08,Mary Merrill Anderson,John Erwin,Bob Fine
11-08,Mary Merrill Anderson,John Erwin,Bob Fine
11-08,Mary Merrill Anderson,John Erwin,Bob Fine
12-01,Mary Merrill Anderson,John Erwin,Bob Fine
12-01,Mary Merrill Anderson,John Erwin,Bob Fine
12-02,Mary Merrill Anderson,John Erwin,Bob Fine
12-02,Mary Merrill Anderson,John Erwin,Bob Fine
12-03,Mary Merrill Anderson,John Erwin,Bob Fine
12-03,Mary Merrill Anderson,John Erwin,Bob Fine
12-05,Mary Merrill Anderson,John Erwin,Bob Fine
12-09,Mary Merrill Anderson,John Erwin,Bob Fine
12-11,Mary Merrill Anderson,John Erwin,Bob Fine
13-04,Mary Merrill Anderson,John Erwin,Bob Fine
13-04,Mary Merrill Anderson,John Erwin,Bob Fine
13-05,Mary Merrill Anderson,John Erwin,Bob Fine
13-05,Mary Merrill Anderson,John Erwin,Bob Fine
13-05,Mary Merrill Anderson,John Erwin,Bob Fine
13-07,Mary Merrill Anderson,John Erwin,Bob Fine
13-10,Mary Merrill Anderson,John Erwin,Bob Fine
13-04,Mary Merrill Anderson,John Erwin,writein
01-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
01-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
02-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
03-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
04-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
05-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
06-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-11,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-11,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-11,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-11,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-11,Mary Merrill Anderson,John Erwin,Tom Nordyke
07-11,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
08-10,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-01,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-02,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-03,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-04,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-05,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-06,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-07,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-08,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
09-09,Mary Merrill Anderson,John Erwin,Tom Nordyke
