index,rank1,rank2,rank3,rank4
392,ERIC K. BERZINS,KEITH M. ROUTHIER,KERRIANN COLLINS,NICOLE M. LACHAPELLE
393,ERIC K. BERZINS,KEITH M. ROUTHIER,DON CARREY,undervote
394,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
395,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
396,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
397,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
398,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
399,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
400,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
401,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
402,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
403,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
404,ERIC K. BERZINS,DONALD W. TORREY,undervote,undervote
405,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
406,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
407,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
408,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
409,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
410,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
411,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,undervote
412,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
413,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
414,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
415,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
416,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
417,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
418,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
419,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
420,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
421,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
422,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
423,ERIC K. BERZINS,JUSTIN PAYNE,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
424,PATRICK BROUGH,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER
425,TYLER R. MULLALY,ERIC K. BERZINS,undervote,undervote
426,AVERY LAVALLEY,undervote,undervote,undervote
427,AVERY LAVALLEY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
428,NICOLE M. LACHAPELLE,undervote,undervote,undervote
429,NICOLE M. LACHAPELLE,undervote,undervote,undervote
430,NICOLE M. LACHAPELLE,undervote,undervote,undervote
431,NICOLE M. LACHAPELLE,undervote,undervote,undervote
432,NICOLE M. LACHAPELLE,undervote,undervote,undervote
433,NICOLE M. LACHAPELLE,undervote,undervote,undervote
434,NICOLE M. LACHAPELLE,undervote,undervote,undervote
435,NICOLE M. LACHAPELLE,undervote,undervote,undervote
436,NICOLE M. LACHAPELLE,undervote,undervote,undervote
437,NICOLE M. LACHAPELLE,undervote,undervote,undervote
438,NICOLE M. LACHAPELLE,undervote,undervote,undervote
439,NICOLE M. LACHAPELLE,undervote,undervote,undervote
440,NICOLE M. LACHAPELLE,undervote,undervote,undervote
441,NICOLE M. LACHAPELLE,undervote,undervote,undervote
442,NICOLE M. LACHAPELLE,undervote,undervote,undervote
443,NICOLE M. LACHAPELLE,undervote,undervote,undervote
444,NICOLE M. LACHAPELLE,undervote,undervote,undervote
445,NICOLE M. LACHAPELLE,undervote,undervote,undervote
446,NICOLE M. LACHAPELLE,undervote,undervote,undervote
447,NICOLE M. LACHAPELLE,undervote,undervote,undervote
448,NICOLE M. LACHAPELLE,undervote,undervote,undervote
449,NICOLE M. LACHAPELLE,undervote,undervote,undervote
450,NICOLE M. LACHAPELLE,undervote,undervote,undervote
451,NICOLE M. LACHAPELLE,undervote,undervote,undervote
452,NICOLE M. LACHAPELLE,undervote,undervote,undervote
453,NICOLE M. LACHAPELLE,undervote,undervote,undervote
454,NICOLE M. LACHAPELLE,undervote,undervote,undervote
455,NICOLE M. LACHAPELLE,undervote,undervote,undervote
456,NICOLE M. LACHAPELLE,undervote,undervote,undervote
457,NICOLE M. LACHAPELLE,undervote,undervote,undervote
458,NICOLE M. LACHAPELLE,undervote,undervote,undervote
459,NICOLE M. LACHAPELLE,undervote,undervote,undervote
460,NICOLE M. LACHAPELLE,undervote,undervote,undervote
461,NICOLE M. LACHAPELLE,undervote,undervote,undervote
462,NICOLE M. LACHAPELLE,undervote,undervote,undervote
463,NICOLE M. LACHAPELLE,undervote,undervote,undervote
464,NICOLE M. LACHAPELLE,undervote,undervote,undervote
465,NICOLE M. LACHAPELLE,undervote,undervote,undervote
466,NICOLE M. LACHAPELLE,undervote,undervote,undervote
467,NICOLE M. LACHAPELLE,undervote,undervote,undervote
468,NICOLE M. LACHAPELLE,undervote,undervote,undervote
469,NICOLE M. LACHAPELLE,undervote,undervote,undervote
470,NICOLE M. LACHAPELLE,undervote,undervote,undervote
471,NICOLE M. LACHAPELLE,undervote,undervote,undervote
472,NICOLE M. LACHAPELLE,undervote,undervote,undervote
473,NICOLE M. LACHAPELLE,undervote,undervote,undervote
474,NICOLE M. LACHAPELLE,undervote,undervote,undervote
475,NICOLE M. LACHAPELLE,undervote,undervote,undervote
476,NICOLE M. LACHAPELLE,undervote,undervote,undervote
477,NICOLE M. LACHAPELLE,undervote,undervote,undervote
478,NICOLE M. LACHAPELLE,undervote,undervote,undervote
479,NICOLE M. LACHAPELLE,undervote,undervote,undervote
480,NICOLE M. LACHAPELLE,undervote,undervote,undervote
481,NICOLE M. LACHAPELLE,undervote,undervote,undervote
482,NICOLE M. LACHAPELLE,undervote,undervote,undervote
483,NICOLE M. LACHAPELLE,undervote,undervote,undervote
484,NICOLE M. LACHAPELLE,undervote,undervote,undervote
485,NICOLE M. LACHAPELLE,undervote,undervote,undervote
486,NICOLE M. LACHAPELLE,undervote,undervote,undervote
487,NICOLE M. LACHAPELLE,undervote,undervote,undervote
488,NICOLE M. LACHAPELLE,undervote,undervote,undervote
489,NICOLE M. LACHAPELLE,undervote,undervote,undervote
490,NICOLE M. LACHAPELLE,undervote,undervote,undervote
491,NICOLE M. LACHAPELLE,undervote,undervote,undervote
492,NICOLE M. LACHAPELLE,undervote,undervote,undervote
493,NICOLE M. LACHAPELLE,undervote,undervote,undervote
494,NICOLE M. LACHAPELLE,undervote,undervote,undervote
495,NICOLE M. LACHAPELLE,undervote,undervote,undervote
496,NICOLE M. LACHAPELLE,undervote,undervote,undervote
497,NICOLE M. LACHAPELLE,undervote,undervote,undervote
498,NICOLE M. LACHAPELLE,undervote,undervote,undervote
499,NICOLE M. LACHAPELLE,undervote,undervote,undervote
500,NICOLE M. LACHAPELLE,undervote,undervote,undervote
501,NICOLE M. LACHAPELLE,undervote,undervote,undervote
502,NICOLE M. LACHAPELLE,undervote,undervote,undervote
503,NICOLE M. LACHAPELLE,undervote,undervote,undervote
504,NICOLE M. LACHAPELLE,undervote,undervote,undervote
505,NICOLE M. LACHAPELLE,undervote,undervote,undervote
506,NICOLE M. LACHAPELLE,undervote,undervote,undervote
507,NICOLE M. LACHAPELLE,undervote,undervote,undervote
508,NICOLE M. LACHAPELLE,undervote,undervote,undervote
509,NICOLE M. LACHAPELLE,undervote,undervote,undervote
510,NICOLE M. LACHAPELLE,undervote,undervote,undervote
511,NICOLE M. LACHAPELLE,undervote,undervote,undervote
512,NICOLE M. LACHAPELLE,undervote,undervote,undervote
513,NICOLE M. LACHAPELLE,undervote,undervote,undervote
514,NICOLE M. LACHAPELLE,undervote,undervote,undervote
515,NICOLE M. LACHAPELLE,undervote,undervote,undervote
516,NICOLE M. LACHAPELLE,undervote,undervote,undervote
517,NICOLE M. LACHAPELLE,undervote,undervote,undervote
518,NICOLE M. LACHAPELLE,undervote,undervote,undervote
519,NICOLE M. LACHAPELLE,undervote,undervote,undervote
520,NICOLE M. LACHAPELLE,undervote,undervote,undervote
521,NICOLE M. LACHAPELLE,undervote,undervote,undervote
522,NICOLE M. LACHAPELLE,undervote,undervote,undervote
523,NICOLE M. LACHAPELLE,undervote,undervote,undervote
524,NICOLE M. LACHAPELLE,undervote,undervote,undervote
525,NICOLE M. LACHAPELLE,undervote,undervote,undervote
526,NICOLE M. LACHAPELLE,undervote,undervote,undervote
527,NICOLE M. LACHAPELLE,undervote,undervote,undervote
528,NICOLE M. LACHAPELLE,undervote,undervote,undervote
529,NICOLE M. LACHAPELLE,undervote,undervote,undervote
530,NICOLE M. LACHAPELLE,undervote,undervote,undervote
531,NICOLE M. LACHAPELLE,undervote,undervote,undervote
532,NICOLE M. LACHAPELLE,undervote,undervote,undervote
533,NICOLE M. LACHAPELLE,undervote,undervote,undervote
534,NICOLE M. LACHAPELLE,undervote,undervote,undervote
535,NICOLE M. LACHAPELLE,undervote,undervote,undervote
536,NICOLE M. LACHAPELLE,undervote,undervote,undervote
537,NICOLE M. LACHAPELLE,undervote,undervote,undervote
538,NICOLE M. LACHAPELLE,undervote,undervote,undervote
539,NICOLE M. LACHAPELLE,undervote,undervote,undervote
540,NICOLE M. LACHAPELLE,undervote,undervote,undervote
541,NICOLE M. LACHAPELLE,undervote,undervote,undervote
542,NICOLE M. LACHAPELLE,undervote,undervote,undervote
543,NICOLE M. LACHAPELLE,undervote,undervote,undervote
544,NICOLE M. LACHAPELLE,undervote,undervote,undervote
545,NICOLE M. LACHAPELLE,undervote,undervote,undervote
546,NICOLE M. LACHAPELLE,undervote,undervote,undervote
547,NICOLE M. LACHAPELLE,undervote,undervote,undervote
548,NICOLE M. LACHAPELLE,undervote,undervote,undervote
549,NICOLE M. LACHAPELLE,undervote,undervote,undervote
550,NICOLE M. LACHAPELLE,undervote,undervote,undervote
551,NICOLE M. LACHAPELLE,undervote,undervote,undervote
552,NICOLE M. LACHAPELLE,undervote,undervote,undervote
553,NICOLE M. LACHAPELLE,undervote,undervote,undervote
554,NICOLE M. LACHAPELLE,undervote,undervote,undervote
555,NICOLE M. LACHAPELLE,undervote,undervote,undervote
556,NICOLE M. LACHAPELLE,undervote,undervote,undervote
557,NICOLE M. LACHAPELLE,undervote,undervote,undervote
558,NICOLE M. LACHAPELLE,undervote,undervote,undervote
559,NICOLE M. LACHAPELLE,undervote,undervote,undervote
560,NICOLE M. LACHAPELLE,undervote,undervote,undervote
561,NICOLE M. LACHAPELLE,undervote,undervote,undervote
562,NICOLE M. LACHAPELLE,undervote,undervote,undervote
563,NICOLE M. LACHAPELLE,undervote,undervote,undervote
564,NICOLE M. LACHAPELLE,undervote,undervote,undervote
565,NICOLE M. LACHAPELLE,undervote,undervote,undervote
566,NICOLE M. LACHAPELLE,undervote,undervote,undervote
567,NICOLE M. LACHAPELLE,undervote,undervote,undervote
568,NICOLE M. LACHAPELLE,undervote,undervote,undervote
569,NICOLE M. LACHAPELLE,undervote,undervote,undervote
570,NICOLE M. LACHAPELLE,undervote,undervote,undervote
571,NICOLE M. LACHAPELLE,undervote,undervote,undervote
572,NICOLE M. LACHAPELLE,undervote,undervote,undervote
573,NICOLE M. LACHAPELLE,undervote,undervote,undervote
574,NICOLE M. LACHAPELLE,undervote,undervote,undervote
575,NICOLE M. LACHAPELLE,undervote,undervote,undervote
576,NICOLE M. LACHAPELLE,undervote,undervote,undervote
577,NICOLE M. LACHAPELLE,undervote,undervote,undervote
578,NICOLE M. LACHAPELLE,undervote,undervote,undervote
579,NICOLE M. LACHAPELLE,undervote,undervote,undervote
580,NICOLE M. LACHAPELLE,undervote,undervote,undervote
581,NICOLE M. LACHAPELLE,undervote,undervote,undervote
582,NICOLE M. LACHAPELLE,undervote,undervote,undervote
583,NICOLE M. LACHAPELLE,undervote,undervote,undervote
584,NICOLE M. LACHAPELLE,undervote,undervote,undervote
585,NICOLE M. LACHAPELLE,undervote,undervote,undervote
586,NICOLE M. LACHAPELLE,undervote,undervote,undervote
587,NICOLE M. LACHAPELLE,undervote,undervote,undervote
588,NICOLE M. LACHAPELLE,undervote,undervote,undervote
589,NICOLE M. LACHAPELLE,undervote,undervote,undervote
590,NICOLE M. LACHAPELLE,undervote,undervote,undervote
591,NICOLE M. LACHAPELLE,undervote,undervote,undervote
592,NICOLE M. LACHAPELLE,undervote,undervote,undervote
593,NICOLE M. LACHAPELLE,undervote,undervote,undervote
594,NICOLE M. LACHAPELLE,undervote,undervote,undervote
595,NICOLE M. LACHAPELLE,undervote,undervote,undervote
596,NICOLE M. LACHAPELLE,undervote,undervote,undervote
597,NICOLE M. LACHAPELLE,undervote,undervote,undervote
598,NICOLE M. LACHAPELLE,undervote,undervote,undervote
599,NICOLE M. LACHAPELLE,undervote,undervote,undervote
600,NICOLE M. LACHAPELLE,undervote,undervote,undervote
601,NICOLE M. LACHAPELLE,undervote,undervote,undervote
602,NICOLE M. LACHAPELLE,undervote,undervote,undervote
603,NICOLE M. LACHAPELLE,undervote,undervote,undervote
604,NICOLE M. LACHAPELLE,undervote,undervote,undervote
605,NICOLE M. LACHAPELLE,undervote,undervote,undervote
606,NICOLE M. LACHAPELLE,undervote,undervote,undervote
607,NICOLE M. LACHAPELLE,undervote,undervote,undervote
608,NICOLE M. LACHAPELLE,undervote,undervote,undervote
609,NICOLE M. LACHAPELLE,undervote,undervote,undervote
610,NICOLE M. LACHAPELLE,undervote,undervote,undervote
611,NICOLE M. LACHAPELLE,undervote,undervote,undervote
612,NICOLE M. LACHAPELLE,undervote,undervote,undervote
613,NICOLE M. LACHAPELLE,undervote,undervote,undervote
614,NICOLE M. LACHAPELLE,undervote,undervote,undervote
615,NICOLE M. LACHAPELLE,undervote,undervote,undervote
616,NICOLE M. LACHAPELLE,undervote,undervote,undervote
617,NICOLE M. LACHAPELLE,undervote,undervote,undervote
618,NICOLE M. LACHAPELLE,undervote,undervote,undervote
619,NICOLE M. LACHAPELLE,undervote,undervote,undervote
620,NICOLE M. LACHAPELLE,undervote,undervote,undervote
621,NICOLE M. LACHAPELLE,undervote,undervote,undervote
622,NICOLE M. LACHAPELLE,undervote,undervote,undervote
623,NICOLE M. LACHAPELLE,undervote,undervote,undervote
624,NICOLE M. LACHAPELLE,undervote,undervote,undervote
625,NICOLE M. LACHAPELLE,undervote,undervote,undervote
626,NICOLE M. LACHAPELLE,undervote,undervote,undervote
627,NICOLE M. LACHAPELLE,undervote,undervote,undervote
628,NICOLE M. LACHAPELLE,undervote,undervote,undervote
629,NICOLE M. LACHAPELLE,undervote,undervote,undervote
630,NICOLE M. LACHAPELLE,undervote,undervote,undervote
631,NICOLE M. LACHAPELLE,undervote,undervote,undervote
632,NICOLE M. LACHAPELLE,undervote,undervote,undervote
633,NICOLE M. LACHAPELLE,undervote,undervote,undervote
634,NICOLE M. LACHAPELLE,undervote,undervote,undervote
635,NICOLE M. LACHAPELLE,undervote,undervote,undervote
636,NICOLE M. LACHAPELLE,undervote,undervote,undervote
637,NICOLE M. LACHAPELLE,undervote,undervote,undervote
638,NICOLE M. LACHAPELLE,undervote,undervote,undervote
639,NICOLE M. LACHAPELLE,undervote,undervote,undervote
640,NICOLE M. LACHAPELLE,undervote,undervote,undervote
641,NICOLE M. LACHAPELLE,undervote,undervote,undervote
642,NICOLE M. LACHAPELLE,undervote,undervote,undervote
643,NICOLE M. LACHAPELLE,undervote,undervote,undervote
644,NICOLE M. LACHAPELLE,undervote,undervote,undervote
645,NICOLE M. LACHAPELLE,undervote,undervote,undervote
646,NICOLE M. LACHAPELLE,undervote,undervote,undervote
647,NICOLE M. LACHAPELLE,undervote,undervote,undervote
648,NICOLE M. LACHAPELLE,undervote,undervote,undervote
649,NICOLE M. LACHAPELLE,undervote,undervote,undervote
650,NICOLE M. LACHAPELLE,undervote,undervote,undervote
651,NICOLE M. LACHAPELLE,undervote,undervote,undervote
652,NICOLE M. LACHAPELLE,undervote,undervote,undervote
653,NICOLE M. LACHAPELLE,undervote,undervote,undervote
654,NICOLE M. LACHAPELLE,undervote,undervote,undervote
655,NICOLE M. LACHAPELLE,undervote,undervote,undervote
656,NICOLE M. LACHAPELLE,undervote,undervote,undervote
657,NICOLE M. LACHAPELLE,undervote,undervote,undervote
658,NICOLE M. LACHAPELLE,undervote,undervote,undervote
659,NICOLE M. LACHAPELLE,undervote,undervote,undervote
660,NICOLE M. LACHAPELLE,undervote,undervote,undervote
661,NICOLE M. LACHAPELLE,undervote,undervote,undervote
662,NICOLE M. LACHAPELLE,undervote,undervote,undervote
663,NICOLE M. LACHAPELLE,undervote,undervote,undervote
664,NICOLE M. LACHAPELLE,undervote,undervote,undervote
665,NICOLE M. LACHAPELLE,undervote,undervote,undervote
666,NICOLE M. LACHAPELLE,undervote,undervote,undervote
667,NICOLE M. LACHAPELLE,undervote,undervote,undervote
668,NICOLE M. LACHAPELLE,undervote,undervote,undervote
669,NICOLE M. LACHAPELLE,undervote,undervote,undervote
670,NICOLE M. LACHAPELLE,undervote,undervote,undervote
671,NICOLE M. LACHAPELLE,undervote,undervote,undervote
672,NICOLE M. LACHAPELLE,undervote,undervote,undervote
673,NICOLE M. LACHAPELLE,undervote,undervote,undervote
674,NICOLE M. LACHAPELLE,undervote,undervote,undervote
675,NICOLE M. LACHAPELLE,undervote,undervote,undervote
676,NICOLE M. LACHAPELLE,undervote,undervote,undervote
677,NICOLE M. LACHAPELLE,undervote,undervote,undervote
678,NICOLE M. LACHAPELLE,undervote,undervote,undervote
679,NICOLE M. LACHAPELLE,undervote,undervote,undervote
680,NICOLE M. LACHAPELLE,undervote,undervote,undervote
681,NICOLE M. LACHAPELLE,undervote,undervote,undervote
682,NICOLE M. LACHAPELLE,undervote,undervote,undervote
683,NICOLE M. LACHAPELLE,undervote,undervote,undervote
684,NICOLE M. LACHAPELLE,undervote,undervote,undervote
685,NICOLE M. LACHAPELLE,undervote,undervote,undervote
686,NICOLE M. LACHAPELLE,undervote,undervote,undervote
687,NICOLE M. LACHAPELLE,undervote,undervote,undervote
688,NICOLE M. LACHAPELLE,undervote,undervote,undervote
689,NICOLE M. LACHAPELLE,undervote,undervote,undervote
690,NICOLE M. LACHAPELLE,undervote,undervote,undervote
691,NICOLE M. LACHAPELLE,undervote,undervote,undervote
692,NICOLE M. LACHAPELLE,undervote,undervote,undervote
693,NICOLE M. LACHAPELLE,undervote,undervote,undervote
694,NICOLE M. LACHAPELLE,undervote,undervote,undervote
695,NICOLE M. LACHAPELLE,undervote,undervote,undervote
696,NICOLE M. LACHAPELLE,undervote,undervote,undervote
697,NICOLE M. LACHAPELLE,undervote,undervote,undervote
698,NICOLE M. LACHAPELLE,undervote,undervote,undervote
699,NICOLE M. LACHAPELLE,undervote,undervote,undervote
700,NICOLE M. LACHAPELLE,undervote,undervote,undervote
701,NICOLE M. LACHAPELLE,undervote,undervote,undervote
702,NICOLE M. LACHAPELLE,undervote,undervote,undervote
703,NICOLE M. LACHAPELLE,undervote,undervote,undervote
704,NICOLE M. LACHAPELLE,undervote,undervote,undervote
705,NICOLE M. LACHAPELLE,undervote,undervote,undervote
706,NICOLE M. LACHAPELLE,undervote,undervote,undervote
707,NICOLE M. LACHAPELLE,undervote,undervote,undervote
708,NICOLE M. LACHAPELLE,undervote,undervote,undervote
709,NICOLE M. LACHAPELLE,undervote,undervote,undervote
710,NICOLE M. LACHAPELLE,undervote,undervote,undervote
711,NICOLE M. LACHAPELLE,undervote,undervote,undervote
712,NICOLE M. LACHAPELLE,undervote,undervote,undervote
713,NICOLE M. LACHAPELLE,undervote,undervote,undervote
714,NICOLE M. LACHAPELLE,undervote,undervote,undervote
715,NICOLE M. LACHAPELLE,undervote,undervote,undervote
716,NICOLE M. LACHAPELLE,undervote,undervote,undervote
717,NICOLE M. LACHAPELLE,undervote,undervote,undervote
718,NICOLE M. LACHAPELLE,undervote,undervote,undervote
719,NICOLE M. LACHAPELLE,undervote,undervote,undervote
720,NICOLE M. LACHAPELLE,undervote,undervote,undervote
721,NICOLE M. LACHAPELLE,undervote,undervote,undervote
722,NICOLE M. LACHAPELLE,undervote,undervote,undervote
723,NICOLE M. LACHAPELLE,undervote,undervote,undervote
724,NICOLE M. LACHAPELLE,undervote,undervote,undervote
725,NICOLE M. LACHAPELLE,undervote,undervote,undervote
726,NICOLE M. LACHAPELLE,undervote,undervote,undervote
727,NICOLE M. LACHAPELLE,undervote,undervote,undervote
728,NICOLE M. LACHAPELLE,undervote,undervote,undervote
729,NICOLE M. LACHAPELLE,undervote,undervote,undervote
730,NICOLE M. LACHAPELLE,undervote,undervote,undervote
731,NICOLE M. LACHAPELLE,undervote,undervote,undervote
732,NICOLE M. LACHAPELLE,undervote,undervote,undervote
733,NICOLE M. LACHAPELLE,undervote,undervote,undervote
734,NICOLE M. LACHAPELLE,undervote,undervote,undervote
735,NICOLE M. LACHAPELLE,undervote,undervote,undervote
736,NICOLE M. LACHAPELLE,undervote,undervote,undervote
737,NICOLE M. LACHAPELLE,undervote,undervote,undervote
738,NICOLE M. LACHAPELLE,undervote,undervote,undervote
739,NICOLE M. LACHAPELLE,undervote,undervote,undervote
740,NICOLE M. LACHAPELLE,undervote,undervote,undervote
741,NICOLE M. LACHAPELLE,undervote,undervote,undervote
742,NICOLE M. LACHAPELLE,undervote,undervote,undervote
743,NICOLE M. LACHAPELLE,undervote,undervote,undervote
744,NICOLE M. LACHAPELLE,undervote,undervote,undervote
745,NICOLE M. LACHAPELLE,undervote,undervote,undervote
746,NICOLE M. LACHAPELLE,undervote,undervote,undervote
747,NICOLE M. LACHAPELLE,undervote,undervote,undervote
748,NICOLE M. LACHAPELLE,undervote,undervote,undervote
749,NICOLE M. LACHAPELLE,undervote,undervote,undervote
750,NICOLE M. LACHAPELLE,undervote,undervote,undervote
751,NICOLE M. LACHAPELLE,undervote,undervote,undervote
752,NICOLE M. LACHAPELLE,undervote,undervote,undervote
753,NICOLE M. LACHAPELLE,undervote,undervote,undervote
754,NICOLE M. LACHAPELLE,undervote,undervote,undervote
755,NICOLE M. LACHAPELLE,undervote,undervote,undervote
756,NICOLE M. LACHAPELLE,undervote,undervote,undervote
757,NICOLE M. LACHAPELLE,undervote,undervote,undervote
758,NICOLE M. LACHAPELLE,undervote,undervote,undervote
759,NICOLE M. LACHAPELLE,undervote,undervote,undervote
760,NICOLE M. LACHAPELLE,undervote,undervote,undervote
761,NICOLE M. LACHAPELLE,undervote,undervote,undervote
762,NICOLE M. LACHAPELLE,undervote,undervote,undervote
763,NICOLE M. LACHAPELLE,undervote,undervote,undervote
764,NICOLE M. LACHAPELLE,undervote,undervote,undervote
765,NICOLE M. LACHAPELLE,undervote,undervote,undervote
766,NICOLE M. LACHAPELLE,undervote,undervote,undervote
767,NICOLE M. LACHAPELLE,undervote,undervote,undervote
768,NICOLE M. LACHAPELLE,undervote,undervote,undervote
769,NICOLE M. LACHAPELLE,undervote,undervote,undervote
770,NICOLE M. LACHAPELLE,undervote,undervote,undervote
771,NICOLE M. LACHAPELLE,undervote,undervote,undervote
772,NICOLE M. LACHAPELLE,undervote,undervote,undervote
773,NICOLE M. LACHAPELLE,undervote,undervote,undervote
774,NICOLE M. LACHAPELLE,undervote,undervote,undervote
775,NICOLE M. LACHAPELLE,undervote,undervote,undervote
776,NICOLE M. LACHAPELLE,undervote,undervote,undervote
777,NICOLE M. LACHAPELLE,undervote,undervote,undervote
778,NICOLE M. LACHAPELLE,undervote,undervote,undervote
779,NICOLE M. LACHAPELLE,undervote,undervote,undervote
780,NICOLE M. LACHAPELLE,undervote,undervote,undervote
781,NICOLE M. LACHAPELLE,undervote,undervote,undervote
782,NICOLE M. LACHAPELLE,undervote,undervote,undervote
783,NICOLE M. LACHAPELLE,undervote,undervote,undervote
784,NICOLE M. LACHAPELLE,undervote,undervote,undervote
785,NICOLE M. LACHAPELLE,undervote,undervote,undervote
786,NICOLE M. LACHAPELLE,undervote,undervote,undervote
787,NICOLE M. LACHAPELLE,undervote,undervote,undervote
788,NICOLE M. LACHAPELLE,undervote,undervote,undervote
789,NICOLE M. LACHAPELLE,undervote,undervote,undervote
